,tweet,emojis,hashtags,followers,likes,hour_sin,hour_cos,day_sin,day_cos,negative,positive
34,"['cut', 'flower', 'stop', 'come', 'spring', 'pablo', 'neruda', 'wish', 'safe', 'time', 'take', 'care']","['✻', 'hearts', 'hand', 'clover', 'four', 'writing', 'revolving', 'hibiscus', 'leaf']",4,3785,high,-0.3984010898462412,-0.9172113015054532,1.2246467991473532e-16,-1.0,1,0
35,"['collection', 'lighten', 'day', 'home', 'lovely', 'plush', 'young', 'korea', 'line', 'friend', 'online', 'store', 'global', 'available', 'today', 'line', 'friends', 'collection']",[],6,192,high,0.2697967711570243,0.9629172873477994,0.8660254037844387,-0.4999999999999998,0,1
36,"['two', 'important', 'requisite', 'right', 'fingertip', 'still', 'feel', 'sick', 'tire', 'folk', 'pls', 'needful', 'entertain']","['eyes', 'prints', 'party', 'face', 'cat', 'kissing', 'heart-eyes', 'closed', 'popper', 'with', 'balloon', 'smiling', 'paw', 'grinning', 'sleeping']",2,69055,high,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001,0,1
37,"['soothingly', 'enough', 'find', 'idyllic', 'picture', 'today', 'min', 'walk', 'home', 'may', 'assist', 'even', 'sleepless', 'night']","['sheep', 'eyes', 'folded', 'prints', 'star', 'face', 'ram', 'cat', 'kissing', 'heart-eyes', 'glowing', 'closed', 'hands', 'with', 'balloon', 'smiling', 'paw', 'grinning']",1,69055,high,-0.9422609221188204,-0.3348796121709864,0.8660254037844387,-0.4999999999999998,0,1
38,"['actor', 'donate', 'core', 'combat', 'pandemic']",[],5,81,high,0.8169698930104421,-0.5766803221148671,0.8660254037844387,-0.4999999999999998,1,0
39,"['allkeyshop', 'smart', 'shopping', 'game']",[],7,0,medium,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,0,1
40,"['trust', 'simple', 'workout', 'instantly', 'make', 'feel', 'relaxed', 'calm', 'tense', 'muscle', 'let']","['flexed', 'face', 'grinning', 'biceps']",11,1299,high,0.730835964278124,0.6825531432186541,0.8660254037844387,-0.4999999999999998,0,1
41,"['mabel', 'enjoy', 'sun', 'home']",['sun'],1,23,small,0.8878852184023752,0.4600650377311522,1.2246467991473532e-16,-1.0,1,0
42,"['visit', 'lately', 'nothing', 'like', 'see', 'rest', 'assure', 'keep', 'sanitary', 'safe']",[],3,604,small,-0.6310879443260528,-0.7757112907044198,1.2246467991473532e-16,-1.0,1,0
43,"['listen', 'feel', 'discourage', 'get', 'find', 'strength', 'react', 'immediately', 'watch', 'ettore', 'cola', 'nominate', 'enjoy', 'sophia', 'loren', 'marcello', 'mastroianni', 'magistrate', 'performance', 'courtesy']","['camera', 'flash', 'with']",3,443,small,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1,0
44,"['allkeyshop', 'smart', 'shopping', 'game']",[],7,12,medium,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,0,1
45,"['new', 'release', 'feat', 'katana']",[],7,492478,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
46,"['time', 'everything', 'fall', 'place']","['folded', 'peace', 'hand', 'maple', 'symbol', 'om', 'victory', 'dove', 'hands', 'leaf']",9,4278,medium,0.9790840876823228,0.20345601305263397,-2.4492935982947064e-16,1.0,0,1
47,"['new', 'release', 'feat', 'katana']",[],7,153349,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
48,"['new', 'release', 'feat', 'katana']",[],7,517835,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
49,"['new', 'release', 'feat', 'katana']",[],7,36824,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
50,"['dirty', 'thought', 'unapologetically', 'normal', 'thought', 'happen', 'extremely', 'erotic']",[],3,520,medium,-0.9422609221188204,-0.3348796121709864,-2.4492935982947064e-16,1.0,1,0
51,"['corona', 'kill', 'virus']","['medical', 'face', 'mask', 'with']",2,25493,high,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0,1,0
52,"['miss', 'case', 'miss', 'important', 'message', 'team']",['rainbow'],3,60,medium,0.13616664909624665,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
53,"['take', 'home', 'stay', 'home', 'last', 'night', 'kitchen', 'disco', 'enjoy', 'see', 'full', 'performance', 'back', 'instagram', 'next', 'friday']",[],2,29,high,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1,0
54,"['real', 'benefit', 'able', 'spend', 'time', 'tan', 'look']","['winking', 'face']",7,232,high,-0.3984010898462412,-0.9172113015054532,0.8660254037844386,0.5000000000000001,1,0
55,"['two', 'gram', 'happiness']",['rose'],6,2646,small,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,0,1
56,"['point', 'clap', 'support', 'key', 'worker', 'thursday', 'start', 'slack', 'advice']",[],5,13485,small,-0.3984010898462412,-0.9172113015054532,-0.8660254037844385,-0.5000000000000004,1,0
57,"['happy', 'give', 'music', 'get', 'stuck', 'home', 'drop', 'link', 'listen', 'least', 'people', 'post', 'between', 'get', 'people', 'hear', 'music']","['down', 'pointing', 'button', 'backhand', 'ear', 'repeat', 'index']",2,23,medium,-0.9422609221188204,-0.3348796121709864,-0.8660254037844385,-0.5000000000000004,1,0
58,"['everyone', 'beautiful', 'day', 'bore', 'home', 'lucky', 'enough', 'still', 'work', 'take', 'time', 'page', 'plenty', 'content', 'keep', 'cock', 'cumming', 'week']",['hibiscus'],3,491367,high,-0.8878852184023751,0.46006503773115237,0.8660254037844386,0.5000000000000001,0,1
59,"['new', 'release', 'feat', 'katana']",[],7,230006,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
60,"['corona', 'kill', 'virus']","['medical', 'face', 'mask', 'with']",2,963,high,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0,1,0
61,"['new', 'release', 'feat', 'katana']",[],7,13097,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
62,"['make', 'april', 'food', 'day', 'april', 'fool', 'day']",[],4,1299,small,-0.9422609221188204,-0.3348796121709864,1.2246467991473532e-16,-1.0,0,1
63,"['new', 'release', 'feat', 'katana']",[],7,42816,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
64,"['let', 'workouts', 'together', 'workout', 'routine', 'keep', 'busy', 'fit', 'healthy', 'lock', 'period']","['flexed', 'biceps']",4,1299,small,-0.3984010898462412,-0.9172113015054532,0.8660254037844386,0.5000000000000001,0,1
65,"['new', 'release', 'feat', 'katana']",[],7,23864,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
66,"['hit', 'every', 'move', 'literally']",[],7,2,high,0.6310879443260526,-0.7757112907044199,-0.8660254037844385,-0.5000000000000004,1,0
67,"['take', 'care', 'health', 'lose', 'weight', 'take', 'opportunity', 'get', 'time', 'click']",[],4,9,small,0.8878852184023752,0.4600650377311522,1.2246467991473532e-16,-1.0,1,0
68,"['new', 'release', 'feat', 'katana']",[],7,4667,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
69,"['message', 'let', 'challenge', 'five', 'ultra', 'oath', 'peace', 'earth', 'download', 'print', 'poster', 'video', 'message', 'english', 'subtitle', 'available']",[],3,7,high,0.9976687691905392,-0.06824241336467088,0.8660254037844386,0.5000000000000001,1,0
70,"['cover', 'time', 'like', 'key', 'worker', 'mind', 'hope', 'enjoy']","['blue', 'heart']",5,176,small,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,1,0
71,"['reminder', 'trump', 'supporter', 'protest', 'stay', 'home', 'order']",[],9,44554,high,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1,0
72,"['ask', 'protect', 'save', 'life', 'help', 'stop', 'spread', 'absolutely', 'necessary', 'meet', 'others', 'outside', 'household', 'even', 'friends', 'family', 'find', 'late', 'guidance']","['right', 'arrow']",2,248,high,-0.816969893010442,-0.5766803221148672,0.8660254037844387,-0.4999999999999998,0,1
73,"['favorite', 'house', 'pick', 'one', 'let', 'know', 'comment', 'would', 'want', 'live']","['garden', 'fountain', 'with', 'house']",2,53,small,-0.9790840876823228,0.20345601305263417,-0.8660254037844385,-0.5000000000000004,1,0
74,"['assistant', 'headteacher', 'western', 'primary', 'school', 'grimsby', 'walk', 'five', 'mile', 'every', 'day', 'deliver', 'school', 'meal', 'score', 'child', 'hero']",[],6,1395,high,0.9422609221188205,-0.33487961217098616,1.2246467991473532e-16,-1.0,1,0
75,"['reminder', 'trump', 'supporter', 'protest', 'stay', 'home', 'order']",[],9,1150,high,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1,0
76,"['wit', 'zombie', 'stay', 'home', 'human', 'need']",[],9,22812,small,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1,0
77,"['reminder', 'trump', 'supporter', 'protest', 'stay', 'home', 'order']",[],9,8256,high,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1,0
78,"['sorry', 'quiet', 'last', 'day', 'still', 'work', 'new', 'classic', 'waif', 'hopefully', 'finish', 'soon', 'wan', 'show']","['open', 'crying', '&', 'face', 'camera', 'cold', 'flash', 'with', 'smiling', 'mouth', 'sweat']",5,586,high,-0.7308359642781246,0.6825531432186536,1.2246467991473532e-16,-1.0,0,1
79,"['surprise', 'pay', 'utility', 'bill', 'via', 'recharge']","['thumbs', 'skin', 'medium', 'up', 'face', 'tone', 'grinning']",3,6,small,0.13616664909624665,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
80,"['wash', 'hand', 'follow', 'step', 'protect', 'family', 'neighbor']","['down', 'pointing', 'backhand', 'mark', 'cross', 'index']",2,600,high,0.8169698930104421,-0.5766803221148671,0.8660254037844386,0.5000000000000001,0,1
81,"['allkeyshop', 'smart', 'shopping', 'game']",[],7,140,medium,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,0,1
82,"['survive', 'corona', 'virus', 'war', 'promise', 'life', 'delete', 'remain', 'number', 'life', 'live', 'good', 'night']","['suit', 'heart']",1,14945,high,-0.5195839500354343,0.8544194045464881,-0.8660254037844386,0.5000000000000001,0,1
83,"['wit', 'zombie', 'stay', 'home', 'human', 'need']",[],9,2900,small,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1,0
84,"['corona', 'kill', 'virus']","['medical', 'face', 'mask', 'with']",2,14945,high,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0,1,0
85,"['late', 'party', 'queen']","['exclamation', 'heart', 'mark', 'red']",3,3101,high,-0.9976687691905392,-0.06824241336467135,0.8660254037844387,-0.4999999999999998,1,0
86,"['spring', 'air', 'wall', 'garden', 'come', 'back', 'life', 'look', 'forward', 'welcome', 'guest', 'back', 'enjoy', 'estate', 'little', 'hope', 'continue', 'stay', 'safe']",[],1,23995,small,0.8169698930104421,-0.5766803221148671,0.0,1.0,0,1
87,"['check', 'fun', 'way', 'survive', 'coronavirus', 'stay', 'home', 'quarantine', 'boredom', 'fun', 'stay', 'home', 'click']",[],1,8516,small,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,1,0
88,"['reminder', 'trump', 'supporter', 'protest', 'stay', 'home', 'order']",[],9,346,high,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1,0
89,"['video', 'message', 'paul', 'anderson', 'aka', 'arthur', 'shelby', 'fan', 'order', 'peaky', 'blunder']",[],2,95,high,-0.816969893010442,-0.5766803221148672,-0.8660254037844385,-0.5000000000000004,1,0
90,"['knockdown', 'dairy', 'honestly', 'many', 'time', 'watch']","['joy', 'face', 'tears', 'of', 'heart-eyes', 'with', 'smiling', 'lipstick']",5,1265,high,-0.3984010898462412,-0.9172113015054532,1.2246467991473532e-16,-1.0,1,0
91,"['pandemic', 'become', 'universal', 'well', 'stay', 'home', 'read', 'personal', 'social', 'responsibility', 'illustration', 'kim', 'rim']",[],6,336,small,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
92,"['reminder', 'trump', 'supporter', 'protest', 'stay', 'home', 'order']",[],9,126,high,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1,0
93,"['miss', 'someone', 'grand', 'kid', 'parent', 'bos', 'get', 'favourite', 'photo', 'put', 'display', 'inspire', 'end', 'sunday', 'enter', 'follow', 'post']","['heart', 'red']",6,2,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
94,"['game', 'gift', 'guide', 'live']",[],10,992,small,-0.7308359642781246,0.6825531432186536,0.0,1.0,1,0
95,"['imagine', 'protect', 'hiv', 'aid', 'year', 'die', 'corona', 'virus', 'please', 'wash', 'hand', 'frequently']",[],2,1,small,0.9422609221188205,-0.33487961217098616,0.8660254037844386,0.5000000000000001,1,0
96,"['open', 'virus', 'erosion', 'back', 'month', 'the', 'never', 'serious', 'virus', 'care', 'butt', 'wan', 'cdu', 'bos', 'chancellor', 'quit', 'church', 'chancellor', 'end', 'ger', 'union', 'lose', 'election', 'close', 'till', 'may', 'pls']",[],4,7,small,0.9422609221188205,-0.33487961217098616,-0.8660254037844385,-0.5000000000000004,1,0
97,"['corona', 'kill', 'virus']","['medical', 'face', 'mask', 'with']",2,941,high,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0,1,0
98,"['fire', 'mario', 'action', 'figure', 'dts', 'geek', 'reacts']",[],6,992,small,-0.1361666490962464,-0.9906859460363308,0.8660254037844386,0.5000000000000001,1,0
99,"['sec', 'inside', 'lift', 'get', 'sec', 'talk', 'one', 'get', 'virus', 'church', 'almost', 'windows', 'stay', 'mosque', 'even', 'full', 'armin', 'lash', 'want', 'virus', 'erosion', 'back', 'month', 'indeed', 'start', 'june', 'church', 'open', 'air', 'less', 'risk']",[],3,7,small,0.6310879443260526,-0.7757112907044199,-0.8660254037844385,-0.5000000000000004,1,0
100,"['prohibit', 'avoid', 'smoker', 'smoke', 'virus', 'face', 'sec', 'inside', 'lift', 'get', 'ovid', 'church', 'even', 'mosque', 'full', 'church', 'close', 'till', 'may', 'dont', 'use', 'lift', 'use', 'mask', 'bring', 'shop', 'bag', 'company', 'canteen', 'mensa', 'close', 'bring', 'food', 'work', 'school']",[],0,7,small,0.6310879443260526,-0.7757112907044199,-0.8660254037844385,-0.5000000000000004,1,0
101,"['work', 'home', 'sale', 'start', 'today', 'tough', 'time', 'like', 'help', 'offering', 'high', 'quality', 'footage', 'greatly', 'reduce', 'price', 'product', 'license', 'type', 'significantly', 'mark', 'learn']",[],3,69,high,-0.3984010898462412,-0.9172113015054532,0.8660254037844387,-0.4999999999999998,0,1
102,"['open', 'virus', 'erosion', 'back', 'month', 'the', 'never', 'serious', 'virus', 'care', 'butt', 'wan', 'cdu', 'bos', 'chancellor', 'quit', 'church', 'chancellor', 'end', 'ger', 'union', 'lose', 'election', 'close', 'till', 'may', 'pls']",[],4,7,small,0.8169698930104421,-0.5766803221148671,-0.8660254037844386,0.5000000000000001,1,0
103,"['open', 'virus', 'erosion', 'back', 'month', 'the', 'never', 'serious', 'virus', 'care', 'butt', 'wan', 'cdu', 'bos', 'chancellor', 'quit', 'church', 'chancellor', 'end', 'ger', 'union', 'lose', 'election', 'close', 'till', 'may', 'pls']",[],4,7,small,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1,0
104,"['wish', 'ger', 'judge', 'rip', 'like', 'ger', 'prof', 'ince', 'sane', 'judge', 'make', 'win', 'rapist', 'criminal', 'terrorist', 'make', 'win', 'idiot', 'judge', 'home', 'dead', 'ovid', 'already', 'hope', 'get', 'rip', 'know', 'right', 'hell']","['eyes', 'tongue', '&', 'face', 'stuck-out', 'closed', 'with']",3,7,small,0.0,1.0,0.0,1.0,1,0
105,"['wish', 'ger', 'judge', 'rip', 'like', 'ger', 'prof', 'ince', 'sane', 'judge', 'make', 'win', 'rapist', 'criminal', 'terrorist', 'make', 'win', 'idiot', 'judge', 'home', 'dead', 'ovid', 'already', 'hope', 'get', 'rip', 'know', 'right', 'hell']","['eyes', 'tongue', '&', 'face', 'stuck-out', 'closed', 'with']",3,7,small,0.0,1.0,0.0,1.0,1,0
106,"['thank', 'fan', 'support', 'tuc', 'celebrate', 'excite', 'milestone', 'android', 'remotely', 'home', 'hope', 'friends', 'around', 'world', 'stay', 'safe', 'healthy', 'let', 'get', 'together']","['folded', 'hands']",2,31,high,0.2697967711570243,0.9629172873477994,1.2246467991473532e-16,-1.0,0,1
107,"['matter', 'long', 'winter', 'spring', 'sure', 'follow', 'unknown', 'dear', 'lana', 'hope', 'sunny', 'day', 'come', 'soon', 'enjoy', 'beauty', 'nature', 'offer', 'patience', 'well', 'time', 'come']","['sun', 'tulip', 'blossom', 'fluttering', 'in', 'wind', 'cherry', 'hibiscus', 'leaf']",1,37330,medium,0.730835964278124,0.6825531432186541,0.8660254037844386,0.5000000000000001,0,1
108,"['miss', 'someone', 'grand', 'kid', 'parent', 'bos', 'get', 'favourite', 'photo', 'put', 'display', 'inspire', 'end', 'sunday', 'enter', 'follow', 'post']","['heart', 'red']",6,475,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
109,"['listen', 'feel', 'discourage', 'get', 'find', 'strength', 'react', 'immediately', 'watch', 'ettore', 'cola', 'nominate', 'enjoy', 'sophia', 'loren', 'marcello', 'mastroianni', 'magistrate', 'performance', 'courtesy']","['camera', 'flash', 'with']",3,443,small,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1,0
110,"['though', 'mood', 'dark', 'festival', 'positivity', 'light', 'may', 'festival', 'bring', 'good', 'time', 'happiness', 'show', 'stutter', 'wish', 'happy']",[],7,0,small,-0.9422609221188204,-0.3348796121709864,0.0,1.0,0,1
111,"['car', 'park', 'rotherham', 'one', 'week', 'national', 'domestic', 'abuse', 'helpline', 'report', 'per', 'cent', 'rise', 'number', 'call', 'receive', 'one', 'hour', 'period']",[],6,2937,,-0.5195839500354343,0.8544194045464881,1.2246467991473532e-16,-1.0,1,0
112,"['please', 'between', 'software', 'engineer', 'meet', 'criterion', 'could', 'get', 'opportunity', 'great', 'work', 'year', 'experience', 'scala', 'frameworks', 'play', 'apache', 'spark', 'aka', 'zoo', 'apply']","['check', 'white', 'mark', 'heavy']",1,2697,small,0.3984010898462418,-0.9172113015054528,0.8660254037844386,0.5000000000000001,0,1
113,"['new', 'release', 'feat', 'katana']",[],7,110934,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
114,"['time', 'everything', 'fall', 'place']","['folded', 'peace', 'hand', 'maple', 'symbol', 'om', 'victory', 'dove', 'hands', 'leaf']",9,32334,medium,0.9790840876823228,0.20345601305263397,-2.4492935982947064e-16,1.0,0,1
